"Date","Price","Open","High","Low","Vol.","Change %"
"10/02/2020","1,907.60","1,911.00","1,923.60","1,895.20","212.73K","-0.45%"
"10/01/2020","1,916.30","1,891.20","1,917.90","1,890.00","262.09K","1.10%"
"09/30/2020","1,895.50","1,903.20","1,908.20","1,885.80","259.87K","-0.40%"
"09/29/2020","1,903.20","1,886.40","1,904.80","1,880.80","217.80K","1.36%"
"09/28/2020","1,877.60","1,860.40","1,882.60","1,848.00","0.88K","0.83%"
"09/25/2020","1,862.20","1,868.00","1,873.70","1,851.00","0.32K","-0.58%"
"09/24/2020","1,873.00","1,863.50","1,876.10","1,850.00","0.37K","0.46%"
"09/23/2020","1,864.50","1,898.00","1,904.70","1,855.00","0.25K","-2.04%"
"09/22/2020","1,903.40","1,916.20","1,920.10","1,896.80","0.30K","-0.15%"
"09/21/2020","1,906.20","1,954.80","1,956.30","1,887.20","0.21K","-2.62%"
"09/18/2020","1,957.50","1,948.20","1,961.80","1,948.20","0.03K","0.62%"
"09/17/2020","1,945.40","1,962.50","1,964.20","1,935.00","0.12K","-1.06%"
"09/16/2020","1,966.20","1,958.90","1,973.10","1,955.80","0.09K","0.22%"
"09/15/2020","1,961.90","1,968.00","1,975.00","1,955.20","0.07K","0.16%"
"09/14/2020","1,958.80","1,943.40","1,964.30","1,943.40","0.11K","0.80%"
"09/11/2020","1,943.30","1,948.20","1,954.30","1,943.70","0.01K","-0.84%"
"09/10/2020","1,959.70","1,951.30","1,966.80","1,946.60","0.08K","0.48%"
"09/09/2020","1,950.40","1,933.60","1,953.70","1,929.20","0.07K","0.56%"
"09/08/2020","1,939.50","1,937.40","1,937.40","1,909.00","0.04K","-0.19%"
"09/07/2020","1,943.20","1,938.00","1,948.30","1,911.70","416.01K","0.65%"
"09/04/2020","1,930.60","1,936.20","1,950.00","1,920.00","0.04K","-0.17%"
"09/03/2020","1,933.80","1,939.20","1,945.50","1,925.00","0.03K","-0.36%"
"09/02/2020","1,940.80","1,966.30","1,966.30","1,940.40","0.01K","-1.72%"
"09/01/2020","1,974.80","1,977.40","1,978.70","1,970.20","0.01K","0.02%"
"08/31/2020","1,974.50","1,977.70","1,977.70","1,977.70","0.00K","0.19%"
"08/28/2020","1,970.80","1,970.80","1,970.80","1,970.80","334.10K","2.38%"
"08/27/2020","1,925.00","1,955.50","1,978.50","1,907.40","17.61K","-0.98%"
"08/26/2020","1,944.10","1,930.50","1,955.50","1,901.40","18.33K","1.49%"
"08/25/2020","1,915.60","1,927.80","1,935.80","1,912.00","10.78K","-0.82%"
"08/24/2020","1,931.50","1,938.90","1,961.90","1,923.00","10.99K","-0.35%"
"08/21/2020","1,938.30","1,946.70","1,954.80","1,909.60","15.21K","0.00%"
"08/20/2020","1,938.30","1,927.50","1,955.70","1,922.60","16.99K","-1.28%"
"08/19/2020","1,963.50","2,002.60","2,007.00","1,923.70","19.96K","-2.06%"
"08/18/2020","2,004.80","1,984.90","2,016.60","1,977.10","16.07K","0.75%"
"08/17/2020","1,989.90","1,948.20","1,992.00","1,931.70","13.14K","2.45%"
"08/14/2020","1,942.30","1,954.50","1,961.50","1,932.00","10.24K","-1.00%"
"08/13/2020","1,961.90","1,918.10","1,966.30","1,914.90","11.69K","1.10%"
"08/12/2020","1,940.50","1,912.70","1,952.30","1,865.00","21.92K","0.08%"
"08/11/2020","1,938.90","2,029.00","2,031.00","1,903.20","32.06K","-4.50%"
"08/10/2020","2,030.30","2,034.50","2,050.90","2,018.90","12.56K","0.61%"
"08/07/2020","2,018.00","2,065.10","2,078.00","2,015.00","25.62K","-1.96%"
"08/06/2020","2,058.40","2,042.60","2,070.00","2,037.20","18.31K","1.05%"
"08/05/2020","2,037.10","2,024.70","2,057.50","2,015.50","24.46K","1.42%"
"08/04/2020","2,008.50","1,981.70","2,025.00","1,971.00","17.11K","1.71%"
"08/03/2020","1,974.70","1,985.20","1,997.00","1,963.50","11.86K","0.04%"
"07/31/2020","1,973.90","1,961.00","1,992.40","1,960.00","14.53K","0.96%"
"07/30/2020","1,955.20","1,974.30","1,976.00","1,941.70","21.32K","-0.21%"
"07/29/2020","1,959.40","1,956.00","1,980.60","1,940.30","5.75K","0.49%"
"07/28/2020","1,949.90","1,942.00","1,980.10","1,905.90","5.68K","0.71%"
"07/27/2020","1,936.20","1,905.00","1,946.30","1,903.60","1.87K","1.77%"
"07/24/2020","1,902.50","1,889.60","1,910.20","1,886.50","1.78K","0.41%"
"07/23/2020","1,894.80","1,877.50","1,903.60","1,868.20","1.31K","1.33%"
"07/22/2020","1,869.90","1,846.00","1,876.50","1,846.00","1.44K","1.15%"
"07/21/2020","1,848.70","1,823.60","1,849.40","1,822.50","0.54K","1.45%"
"07/20/2020","1,822.20","1,817.30","1,828.20","1,812.90","0.32K","0.34%"
"07/17/2020","1,816.00","1,803.10","1,818.10","1,803.00","0.10K","0.54%"
"07/16/2020","1,806.30","1,820.40","1,821.80","1,800.60","0.21K","-0.78%"
"07/15/2020","1,820.50","1,819.00","1,823.40","1,811.70","0.13K","0.04%"
"07/14/2020","1,819.80","1,811.50","1,820.50","1,800.20","0.11K","-0.05%"
"07/13/2020","1,820.80","1,810.60","1,825.60","1,810.60","0.11K","0.67%"
"07/10/2020","1,808.60","1,815.50","1,822.50","1,804.00","0.12K","-0.12%"
"07/09/2020","1,810.70","1,826.50","1,831.70","1,807.50","0.15K","-0.87%"
"07/08/2020","1,826.50","1,813.60","1,833.00","1,812.00","0.29K","0.59%"
"07/07/2020","1,815.80","1,801.90","1,815.90","1,787.60","0.15K","0.93%"
"07/06/2020","1,799.00","1,793.70","1,801.60","1,788.60","0.11K","0.31%"
"07/03/2020","1,793.50","1,787.90","1,799.00","1,779.20","184.65K","-0.13%"
"07/02/2020","1,795.80","1,780.00","1,797.50","1,773.10","0.03K","0.55%"
"07/01/2020","1,785.90","1,803.30","1,813.10","1,773.70","0.17K","-1.07%"
"06/30/2020","1,805.20","1,788.10","1,806.00","1,788.00","0.07K","1.08%"
"06/29/2020","1,785.90","1,785.90","1,785.90","1,785.90","130.51K","0.31%"
"06/26/2020","1,780.30","1,774.80","1,786.20","1,754.00","201.23K","0.55%"
"06/25/2020","1,770.60","1,772.30","1,779.60","1,764.10","152.20K","-0.25%"
"06/24/2020","1,775.10","1,784.40","1,796.10","1,770.60","239.53K","-0.39%"
"06/23/2020","1,782.00","1,764.90","1,786.80","1,758.30","194.68K","0.88%"
"06/22/2020","1,766.40","1,765.80","1,779.00","1,753.50","228.68K","0.76%"
"06/19/2020","1,753.00","1,729.80","1,760.90","1,728.30","181.15K","1.27%"
"06/18/2020","1,731.10","1,735.50","1,749.20","1,722.70","155.91K","-0.26%"
"06/17/2020","1,735.60","1,735.30","1,739.30","1,717.30","140.07K","-0.05%"
"06/16/2020","1,736.50","1,732.30","1,741.30","1,721.80","182.42K","0.54%"
"06/15/2020","1,727.20","1,740.70","1,743.80","1,706.20","200.23K","-0.58%"
"06/12/2020","1,737.30","1,733.60","1,753.00","1,728.20","151.40K","-0.14%"
"06/11/2020","1,739.80","1,746.60","1,754.90","1,727.50","205.35K","1.11%"
"06/10/2020","1,720.70","1,718.90","1,749.40","1,714.10","198.76K","-0.07%"
"06/09/2020","1,721.90","1,703.90","1,729.40","1,697.60","182.91K","0.99%"
"06/08/2020","1,705.10","1,686.70","1,707.60","1,680.70","154.77K","1.31%"
"06/05/2020","1,683.00","1,720.80","1,723.20","1,671.70","273.68K","-2.57%"
"06/04/2020","1,727.40","1,702.80","1,729.00","1,698.90","198.72K","1.33%"
"06/03/2020","1,704.80","1,733.70","1,738.90","1,690.30","256.52K","-1.68%"
"06/02/2020","1,734.00","1,750.30","1,757.00","1,728.00","175.35K","-0.93%"
"06/01/2020","1,750.30","1,749.80","1,761.00","1,737.60","146.13K","-0.08%"
